23849	143082	30.71875
23849	836559	30.6875
23849	715423	30.6875
23849	873702	30.6875
23849	334536	30.671875
23849	623629	30.671875
23849	587451	30.65625
23849	403818	30.65625
23849	54314	30.65625
23849	417302	30.640625
23849	600112	30.640625
23849	251147	30.640625
23849	676237	30.640625
23849	26281	30.640625
23849	156365	30.625
23849	752176	30.625
23849	846803	30.625
23849	270359	30.625
23849	132401	30.609375
23849	188246	30.609375
23849	218995	30.609375
23849	252559	30.609375
23849	369822	30.609375
23849	693455	30.609375
23849	300624	30.609375
23849	388765	30.609375
23849	262148	30.609375
23849	446099	30.59375
23849	171453	30.59375
23849	794785	30.59375
23849	322356	30.59375
23849	4651	30.59375
23849	75566	30.59375
23849	154520	30.59375
23849	217483	30.59375
23849	258415	30.59375
23849	388764	30.59375
23849	736578	30.59375
23849	367784	30.59375
23849	371563	30.59375
23849	534024	30.59375
23849	882494	30.59375
23849	115765	30.59375
23849	188190	30.59375
23849	731588	30.59375
23849	45670	30.578125
23849	55450	30.578125
23849	55704	30.578125
23849	84232	30.578125
23849	260800	30.578125
23849	417096	30.578125
23849	438813	30.578125
23849	535523	30.578125
23849	545103	30.578125
23849	780494	30.578125
23849	523641	30.578125
23849	526898	30.578125
23849	417295	30.578125
23849	523639	30.578125
23849	560958	30.578125
23849	176102	30.5625
23849	229695	30.5625
23849	392717	30.5625
23849	576278	30.5625
23849	587605	30.5625
23849	124739	30.5625
23849	223754	30.5625
23849	125456	30.5625
23849	130837	30.5625
23849	367780	30.5625
23849	530845	30.5625
23849	609097	30.5625
23849	4647	30.5625
23849	219491	30.5625
23849	359449	30.5625
23849	595066	30.5625
23849	622421	30.5625
23849	45662	30.546875
23849	534019	30.546875
23849	265056	30.546875
23849	296651	30.546875
23849	352801	30.546875
23849	371416	30.546875
23849	462982	30.546875
23849	491727	30.546875
23849	514897	30.546875
23849	616450	30.546875
23849	626307	30.546875
23849	799904	30.546875
23849	269408	30.546875
23849	576276	30.546875
23849	67506	30.546875
23849	171072	30.546875
23849	332583	30.546875
23849	403820	30.546875
23849	537197	30.546875
23849	717962	30.546875
23849	832381	30.546875
23849	130833	30.546875
23849	189553	30.546875
42255	461285	30.8125
42255	857475	30.78125
42255	630084	30.765625
42255	857478	30.75
42255	857481	30.75
42255	182411	30.75
42255	363752	30.75
42255	179533	30.75
42255	363751	30.75
42255	499028	30.75
42255	471838	30.75
42255	857479	30.734375
42255	179536	30.734375
42255	461284	30.734375
42255	729165	30.734375
42255	182407	30.734375
42255	182410	30.734375
42255	732000	30.734375
42255	461286	30.734375
42255	182412	30.71875
42255	461282	30.71875
42255	179535	30.71875
42255	153806	30.703125
42255	179534	30.703125
42255	179540	30.703125
42255	363748	30.703125
42255	461287	30.703125
42255	731998	30.703125
42255	731999	30.703125
42255	729163	30.6875
42255	499031	30.6875
42255	179531	30.6875
42255	179532	30.6875
42255	179537	30.6875
42255	857476	30.671875
42255	499026	30.671875
42255	499029	30.671875
